series_id,obs_date,value
CDI:12,2023-11-03,0.045513
CDI:12,2023-11-06,0.045513
CDI:12,2023-11-07,0.045513
CDI:12,2023-11-08,0.045513
CDI:12,2023-11-09,0.045513
CDI:12,2023-11-10,0.045513
CDI:12,2023-11-13,0.045513
CDI:12,2023-11-14,0.045513
CDI:12,2023-11-16,0.045513
CDI:12,2023-11-17,0.045513
CDI:12,2023-11-20,0.045513
CDI:12,2023-11-21,0.045513
CDI:12,2023-11-22,0.045513
CDI:12,2023-11-23,0.045513
CDI:12,2023-11-24,0.045513
CDI:12,2023-11-27,0.045513
CDI:12,2023-11-28,0.045513
CDI:12,2023-11-29,0.045513
CDI:12,2023-11-30,0.045513
CDI:12,2023-12-01,0.045513
CDI:12,2023-12-04,0.045513
CDI:12,2023-12-05,0.045513
CDI:12,2023-12-06,0.045513
CDI:12,2023-12-07,0.045513
CDI:12,2023-12-08,0.045513
CDI:12,2023-12-11,0.045513
CDI:12,2023-12-12,0.045513
CDI:12,2023-12-13,0.045513
CDI:12,2023-12-14,0.043739
CDI:12,2023-12-15,0.043739
CDI:12,2023-12-18,0.043739
CDI:12,2023-12-19,0.043739
CDI:12,2023-12-20,0.043739
CDI:12,2023-12-21,0.043739
CDI:12,2023-12-22,0.043739
CDI:12,2023-12-26,0.043739
CDI:12,2023-12-27,0.043739
CDI:12,2023-12-28,0.043739
CDI:12,2023-12-29,0.043739
CDI:12,2024-01-02,0.043739
CDI:12,2024-01-03,0.043739
CDI:12,2024-01-04,0.043739
CDI:12,2024-01-05,0.043739
CDI:12,2024-01-08,0.043739
CDI:12,2024-01-09,0.043739
CDI:12,2024-01-10,0.043739
CDI:12,2024-01-11,0.043739
CDI:12,2024-01-12,0.043739
CDI:12,2024-01-15,0.043739
CDI:12,2024-01-16,0.043739
CDI:12,2024-01-17,0.043739
CDI:12,2024-01-18,0.043739
CDI:12,2024-01-19,0.043739
CDI:12,2024-01-22,0.043739
CDI:12,2024-01-23,0.043739
CDI:12,2024-01-24,0.043739
CDI:12,2024-01-25,0.043739
CDI:12,2024-01-26,0.043739
CDI:12,2024-01-29,0.043739
CDI:12,2024-01-30,0.043739
CDI:12,2024-01-31,0.043739
CDI:12,2024-02-01,0.041957
CDI:12,2024-02-02,0.041957
CDI:12,2024-02-05,0.041957
CDI:12,2024-02-06,0.041957
CDI:12,2024-02-07,0.041957
CDI:12,2024-02-08,0.041957
CDI:12,2024-02-09,0.041957
CDI:12,2024-02-14,0.041957
CDI:12,2024-02-15,0.041957
CDI:12,2024-02-16,0.041957
CDI:12,2024-02-19,0.041957
CDI:12,2024-02-20,0.041957
CDI:12,2024-02-21,0.041957
CDI:12,2024-02-22,0.041957
CDI:12,2024-02-23,0.041957
CDI:12,2024-02-26,0.041957
CDI:12,2024-02-27,0.041957
CDI:12,2024-02-28,0.041957
CDI:12,2024-02-29,0.041957
CDI:12,2024-03-01,0.041957
CDI:12,2024-03-04,0.041957
CDI:12,2024-03-05,0.041957
CDI:12,2024-03-06,0.041957
CDI:12,2024-03-07,0.041957
CDI:12,2024-03-08,0.041957
CDI:12,2024-03-11,0.041957
CDI:12,2024-03-12,0.041957
CDI:12,2024-03-13,0.041957
CDI:12,2024-03-14,0.041957
CDI:12,2024-03-15,0.041957
CDI:12,2024-03-18,0.041957
CDI:12,2024-03-19,0.041957
CDI:12,2024-03-20,0.041957
CDI:12,2024-03-21,0.040168
CDI:12,2024-03-22,0.040168
CDI:12,2024-03-25,0.040168
CDI:12,2024-03-26,0.040168
CDI:12,2024-03-27,0.040168
CDI:12,2024-03-28,0.040168
CDI:12,2024-04-01,0.040168
CDI:12,2024-04-02,0.040168
CDI:12,2024-04-03,0.040168
CDI:12,2024-04-04,0.040168
CDI:12,2024-04-05,0.040168
CDI:12,2024-04-08,0.040168
CDI:12,2024-04-09,0.040168
CDI:12,2024-04-10,0.040168
CDI:12,2024-04-11,0.040168
CDI:12,2024-04-12,0.040168
CDI:12,2024-04-15,0.040168
CDI:12,2024-04-16,0.040168
CDI:12,2024-04-17,0.040168
CDI:12,2024-04-18,0.040168
CDI:12,2024-04-19,0.040168
CDI:12,2024-04-22,0.040168
CDI:12,2024-04-23,0.040168
CDI:12,2024-04-24,0.040168
CDI:12,2024-04-25,0.040168
CDI:12,2024-04-26,0.040168
CDI:12,2024-04-29,0.040168
CDI:12,2024-04-30,0.040168
CDI:12,2024-05-02,0.040168
CDI:12,2024-05-03,0.040168
CDI:12,2024-05-06,0.040168
CDI:12,2024-05-07,0.040168
CDI:12,2024-05-08,0.040168
CDI:12,2024-05-09,0.03927
CDI:12,2024-05-10,0.03927
CDI:12,2024-05-13,0.03927
CDI:12,2024-05-14,0.03927
CDI:12,2024-05-15,0.03927
CDI:12,2024-05-16,0.03927
CDI:12,2024-05-17,0.03927
CDI:12,2024-05-20,0.03927
CDI:12,2024-05-21,0.03927
CDI:12,2024-05-22,0.03927
CDI:12,2024-05-23,0.03927
CDI:12,2024-05-24,0.03927
CDI:12,2024-05-27,0.03927
CDI:12,2024-05-28,0.03927
CDI:12,2024-05-29,0.03927
CDI:12,2024-05-31,0.03927
CDI:12,2024-06-03,0.03927
CDI:12,2024-06-04,0.03927
CDI:12,2024-06-05,0.03927
CDI:12,2024-06-06,0.03927
CDI:12,2024-06-07,0.03927
CDI:12,2024-06-10,0.03927
CDI:12,2024-06-11,0.03927
CDI:12,2024-06-12,0.03927
CDI:12,2024-06-13,0.03927
CDI:12,2024-06-14,0.03927
CDI:12,2024-06-17,0.03927
CDI:12,2024-06-18,0.03927
CDI:12,2024-06-19,0.03927
CDI:12,2024-06-20,0.03927
CDI:12,2024-06-21,0.03927
CDI:12,2024-06-24,0.03927
CDI:12,2024-06-25,0.03927
CDI:12,2024-06-26,0.03927
CDI:12,2024-06-27,0.03927
CDI:12,2024-06-28,0.03927
CDI:12,2024-07-01,0.03927
CDI:12,2024-07-02,0.03927
CDI:12,2024-07-03,0.03927
CDI:12,2024-07-04,0.03927
CDI:12,2024-07-05,0.03927
CDI:12,2024-07-08,0.03927
CDI:12,2024-07-09,0.03927
CDI:12,2024-07-10,0.03927
CDI:12,2024-07-11,0.03927
CDI:12,2024-07-12,0.03927
CDI:12,2024-07-15,0.03927
CDI:12,2024-07-16,0.03927
CDI:12,2024-07-17,0.03927
CDI:12,2024-07-18,0.03927
CDI:12,2024-07-19,0.03927
CDI:12,2024-07-22,0.03927
CDI:12,2024-07-23,0.03927
CDI:12,2024-07-24,0.03927
CDI:12,2024-07-25,0.03927
CDI:12,2024-07-26,0.03927
CDI:12,2024-07-29,0.03927
CDI:12,2024-07-30,0.03927
CDI:12,2024-07-31,0.03927
CDI:12,2024-08-01,0.03927
CDI:12,2024-08-02,0.03927
CDI:12,2024-08-05,0.03927
CDI:12,2024-08-06,0.03927
CDI:12,2024-08-07,0.03927
CDI:12,2024-08-08,0.03927
CDI:12,2024-08-09,0.03927
CDI:12,2024-08-12,0.03927
CDI:12,2024-08-13,0.03927
CDI:12,2024-08-14,0.03927
CDI:12,2024-08-15,0.03927
CDI:12,2024-08-16,0.03927
CDI:12,2024-08-19,0.03927
CDI:12,2024-08-20,0.03927
CDI:12,2024-08-21,0.03927
CDI:12,2024-08-22,0.03927
CDI:12,2024-08-23,0.03927
CDI:12,2024-08-26,0.03927
CDI:12,2024-08-27,0.03927
CDI:12,2024-08-28,0.03927
CDI:12,2024-08-29,0.03927
CDI:12,2024-08-30,0.03927
CDI:12,2024-09-02,0.03927
CDI:12,2024-09-03,0.03927
CDI:12,2024-09-04,0.03927
CDI:12,2024-09-05,0.03927
CDI:12,2024-09-06,0.03927
CDI:12,2024-09-09,0.03927
CDI:12,2024-09-10,0.03927
CDI:12,2024-09-11,0.03927
CDI:12,2024-09-12,0.03927
CDI:12,2024-09-13,0.03927
CDI:12,2024-09-16,0.03927
CDI:12,2024-09-17,0.03927
CDI:12,2024-09-18,0.03927
CDI:12,2024-09-19,0.040168
CDI:12,2024-09-20,0.040168
CDI:12,2024-09-23,0.040168
CDI:12,2024-09-24,0.040168
CDI:12,2024-09-25,0.040168
CDI:12,2024-09-26,0.040168
CDI:12,2024-09-27,0.040168
CDI:12,2024-09-30,0.040168
CDI:12,2024-10-01,0.040168
CDI:12,2024-10-02,0.040168
CDI:12,2024-10-03,0.040168
CDI:12,2024-10-04,0.040168
CDI:12,2024-10-07,0.040168
CDI:12,2024-10-08,0.040168
CDI:12,2024-10-09,0.040168
CDI:12,2024-10-10,0.040168
CDI:12,2024-10-11,0.040168
CDI:12,2024-10-14,0.040168
CDI:12,2024-10-15,0.040168
CDI:12,2024-10-16,0.040168
CDI:12,2024-10-17,0.040168
CDI:12,2024-10-18,0.040168
CDI:12,2024-10-21,0.040168
CDI:12,2024-10-22,0.040168
CDI:12,2024-10-23,0.040168
CDI:12,2024-10-24,0.040168
CDI:12,2024-10-25,0.040168
CDI:12,2024-10-28,0.040168
CDI:12,2024-10-29,0.040168
CDI:12,2024-10-30,0.040168
CDI:12,2024-10-31,0.040168
CDI:12,2024-11-01,0.040168
CDI:12,2024-11-04,0.040168
CDI:12,2024-11-05,0.040168
CDI:12,2024-11-06,0.040168
CDI:12,2024-11-07,0.041957
CDI:12,2024-11-08,0.041957
CDI:12,2024-11-11,0.041957
CDI:12,2024-11-12,0.041957
CDI:12,2024-11-13,0.041957
CDI:12,2024-11-14,0.041957
CDI:12,2024-11-18,0.041957
CDI:12,2024-11-19,0.041957
CDI:12,2024-11-21,0.041957
CDI:12,2024-11-22,0.041957
CDI:12,2024-11-25,0.041957
CDI:12,2024-11-26,0.041957
CDI:12,2024-11-27,0.041957
CDI:12,2024-11-28,0.041957
CDI:12,2024-11-29,0.041957
CDI:12,2024-12-02,0.041957
CDI:12,2024-12-03,0.041957
CDI:12,2024-12-04,0.041957
CDI:12,2024-12-05,0.041957
CDI:12,2024-12-06,0.041957
CDI:12,2024-12-09,0.041957
CDI:12,2024-12-10,0.041957
CDI:12,2024-12-11,0.041957
CDI:12,2024-12-12,0.045513
CDI:12,2024-12-13,0.045513
CDI:12,2024-12-16,0.045513
CDI:12,2024-12-17,0.045513
CDI:12,2024-12-18,0.045513
CDI:12,2024-12-19,0.045513
CDI:12,2024-12-20,0.045513
CDI:12,2024-12-23,0.045513
CDI:12,2024-12-24,0.045513
CDI:12,2024-12-26,0.045513
CDI:12,2024-12-27,0.045513
CDI:12,2024-12-30,0.045513
CDI:12,2024-12-31,0.045513
CDI:12,2025-01-02,0.045513
CDI:12,2025-01-03,0.045513
CDI:12,2025-01-06,0.045513
CDI:12,2025-01-07,0.045513
CDI:12,2025-01-08,0.045513
CDI:12,2025-01-09,0.045513
CDI:12,2025-01-10,0.045513
CDI:12,2025-01-13,0.045513
CDI:12,2025-01-14,0.045513
CDI:12,2025-01-15,0.045513
CDI:12,2025-01-16,0.045513
CDI:12,2025-01-17,0.045513
CDI:12,2025-01-20,0.045513
CDI:12,2025-01-21,0.045513
CDI:12,2025-01-22,0.045513
CDI:12,2025-01-23,0.045513
CDI:12,2025-01-24,0.045513
CDI:12,2025-01-27,0.045513
CDI:12,2025-01-28,0.045513
CDI:12,2025-01-29,0.045513
CDI:12,2025-01-30,0.049037
CDI:12,2025-01-31,0.049037
CDI:12,2025-02-03,0.049037
CDI:12,2025-02-04,0.049037
CDI:12,2025-02-05,0.049037
CDI:12,2025-02-06,0.049037
CDI:12,2025-02-07,0.049037
CDI:12,2025-02-10,0.049037
CDI:12,2025-02-11,0.049037
CDI:12,2025-02-12,0.049037
CDI:12,2025-02-13,0.049037
CDI:12,2025-02-14,0.049037
CDI:12,2025-02-17,0.049037
CDI:12,2025-02-18,0.049037
CDI:12,2025-02-19,0.049037
CDI:12,2025-02-20,0.049037
CDI:12,2025-02-21,0.049037
CDI:12,2025-02-24,0.049037
CDI:12,2025-02-25,0.049037
CDI:12,2025-02-26,0.049037
CDI:12,2025-02-27,0.049037
CDI:12,2025-02-28,0.049037
CDI:12,2025-03-05,0.049037
CDI:12,2025-03-06,0.049037
CDI:12,2025-03-07,0.049037
CDI:12,2025-03-10,0.049037
CDI:12,2025-03-11,0.049037
CDI:12,2025-03-12,0.049037
CDI:12,2025-03-13,0.049037
CDI:12,2025-03-14,0.049037
CDI:12,2025-03-17,0.049037
CDI:12,2025-03-18,0.049037
CDI:12,2025-03-19,0.049037
CDI:12,2025-03-20,0.052531
CDI:12,2025-03-21,0.052531
CDI:12,2025-03-24,0.052531
CDI:12,2025-03-25,0.052531
CDI:12,2025-03-26,0.052531
CDI:12,2025-03-27,0.052531
CDI:12,2025-03-28,0.052531
CDI:12,2025-03-31,0.052531
CDI:12,2025-04-01,0.052531
CDI:12,2025-04-02,0.052531
CDI:12,2025-04-03,0.052531
CDI:12,2025-04-04,0.052531
CDI:12,2025-04-07,0.052531
CDI:12,2025-04-08,0.052531
CDI:12,2025-04-09,0.052531
CDI:12,2025-04-10,0.052531
CDI:12,2025-04-11,0.052531
CDI:12,2025-04-14,0.052531
CDI:12,2025-04-15,0.052531
CDI:12,2025-04-16,0.052531
CDI:12,2025-04-17,0.052531
CDI:12,2025-04-22,0.052531
CDI:12,2025-04-23,0.052531
CDI:12,2025-04-24,0.052531
CDI:12,2025-04-25,0.052531
CDI:12,2025-04-28,0.052531
CDI:12,2025-04-29,0.052531
CDI:12,2025-04-30,0.052531
CDI:12,2025-05-02,0.052531
CDI:12,2025-05-05,0.052531
CDI:12,2025-05-06,0.052531
CDI:12,2025-05-07,0.052531
CDI:12,2025-05-08,0.054266
CDI:12,2025-05-09,0.054266
CDI:12,2025-05-12,0.054266
CDI:12,2025-05-13,0.054266
CDI:12,2025-05-14,0.054266
CDI:12,2025-05-15,0.054266
CDI:12,2025-05-16,0.054266
CDI:12,2025-05-19,0.054266
CDI:12,2025-05-20,0.054266
CDI:12,2025-05-21,0.054266
CDI:12,2025-05-22,0.054266
CDI:12,2025-05-23,0.054266
CDI:12,2025-05-26,0.054266
CDI:12,2025-05-27,0.054266
CDI:12,2025-05-28,0.054266
CDI:12,2025-05-29,0.054266
CDI:12,2025-05-30,0.054266
CDI:12,2025-06-02,0.054266
CDI:12,2025-06-03,0.054266
CDI:12,2025-06-04,0.054266
CDI:12,2025-06-05,0.054266
CDI:12,2025-06-06,0.054266
CDI:12,2025-06-09,0.054266
CDI:12,2025-06-10,0.054266
CDI:12,2025-06-11,0.054266
CDI:12,2025-06-12,0.054266
CDI:12,2025-06-13,0.054266
CDI:12,2025-06-16,0.054266
CDI:12,2025-06-17,0.054266
CDI:12,2025-06-18,0.054266
CDI:12,2025-06-20,0.055131
CDI:12,2025-06-23,0.055131
CDI:12,2025-06-24,0.055131
CDI:12,2025-06-25,0.055131
CDI:12,2025-06-26,0.055131
CDI:12,2025-06-27,0.055131
CDI:12,2025-06-30,0.055131
CDI:12,2025-07-01,0.055131
CDI:12,2025-07-02,0.055131
CDI:12,2025-07-03,0.055131
CDI:12,2025-07-04,0.055131
CDI:12,2025-07-07,0.055131
CDI:12,2025-07-08,0.055131
CDI:12,2025-07-09,0.055131
CDI:12,2025-07-10,0.055131
CDI:12,2025-07-11,0.055131
CDI:12,2025-07-14,0.055131
CDI:12,2025-07-15,0.055131
CDI:12,2025-07-16,0.055131
CDI:12,2025-07-17,0.055131
CDI:12,2025-07-18,0.055131
CDI:12,2025-07-21,0.055131
CDI:12,2025-07-22,0.055131
CDI:12,2025-07-23,0.055131
CDI:12,2025-07-24,0.055131
CDI:12,2025-07-25,0.055131
CDI:12,2025-07-28,0.055131
CDI:12,2025-07-29,0.055131
CDI:12,2025-07-30,0.055131
CDI:12,2025-07-31,0.055131
CDI:12,2025-08-01,0.055131
CDI:12,2025-08-04,0.055131
CDI:12,2025-08-05,0.055131
CDI:12,2025-08-06,0.055131
CDI:12,2025-08-07,0.055131
CDI:12,2025-08-08,0.055131
CDI:12,2025-08-11,0.055131
CDI:12,2025-08-12,0.055131
CDI:12,2025-08-13,0.055131
CDI:12,2025-08-14,0.055131
CDI:12,2025-08-15,0.055131
CDI:12,2025-08-18,0.055131
CDI:12,2025-08-19,0.055131
CDI:12,2025-08-20,0.055131
CDI:12,2025-08-21,0.055131
CDI:12,2025-08-22,0.055131
CDI:12,2025-08-25,0.055131
CDI:12,2025-08-26,0.055131
CDI:12,2025-08-27,0.055131
CDI:12,2025-08-28,0.055131
CDI:12,2025-08-29,0.055131
CDI:12,2025-09-01,0.055131
CDI:12,2025-09-02,0.055131
CDI:12,2025-09-03,0.055131
CDI:12,2025-09-04,0.055131
CDI:12,2025-09-05,0.055131
CDI:12,2025-09-08,0.055131
CDI:12,2025-09-09,0.055131
CDI:12,2025-09-10,0.055131
CDI:12,2025-09-11,0.055131
CDI:12,2025-09-12,0.055131
CDI:12,2025-09-15,0.055131
CDI:12,2025-09-16,0.055131
CDI:12,2025-09-17,0.055131
CDI:12,2025-09-18,0.055131
CDI:12,2025-09-19,0.055131
CDI:12,2025-09-22,0.055131
CDI:12,2025-09-23,0.055131
CDI:12,2025-09-24,0.055131
CDI:12,2025-09-25,0.055131
CDI:12,2025-09-26,0.055131
CDI:12,2025-09-29,0.055131
CDI:12,2025-09-30,0.055131
CDI:12,2025-10-01,0.055131
CDI:12,2025-10-02,0.055131
CDI:12,2025-10-03,0.055131
CDI:12,2025-10-06,0.055131
CDI:12,2025-10-07,0.055131
CDI:12,2025-10-08,0.055131
CDI:12,2025-10-09,0.055131
CDI:12,2025-10-10,0.055131
CDI:12,2025-10-13,0.055131
CDI:12,2025-10-14,0.055131
CDI:12,2025-10-15,0.055131
CDI:12,2025-10-16,0.055131
CDI:12,2025-10-17,0.055131
CDI:12,2025-10-20,0.055131
CDI:12,2025-10-21,0.055131
CDI:12,2025-10-22,0.055131
CDI:12,2025-10-23,0.055131
CDI:12,2025-10-24,0.055131
CDI:12,2025-10-27,0.055131
CDI:12,2025-10-28,0.055131
CDI:12,2025-10-29,0.055131
CDI:12,2025-10-30,0.055131
CDI:12,2025-10-31,0.055131
CDI:12,2025-11-03,0.055131
CDI:12,2025-11-04,0.055131
CDI:12,2025-11-05,0.055131
CDI:12,2025-11-06,0.055131
CDI:12,2025-11-07,0.055131
CDI:12,2025-11-10,0.055131
CDI:12,2025-11-11,0.055131
CDI:12,2025-11-12,0.055131
CDI:12,2025-11-13,0.055131
CDI:12,2025-11-14,0.055131
CDI:12,2025-11-17,0.055131
CDI:12,2025-11-18,0.055131
CDI:12,2025-11-19,0.055131
CDI:12,2025-11-21,0.055131
CDI:12,2025-11-24,0.055131
CDI:12,2025-11-25,0.055131
CDI:12,2025-11-26,0.055131
CDI:12,2025-11-27,0.055131
CDI:12,2025-11-28,0.055131
CDI:12,2025-12-01,0.055131
CDI:12,2025-12-02,0.055131
CDI:12,2025-12-03,0.055131
CDI:12,2025-12-04,0.055131
CDI:12,2025-12-05,0.055131
CDI:12,2025-12-08,0.055131
CDI:12,2025-12-09,0.055131
CDI:12,2025-12-10,0.055131
CDI:12,2025-12-11,0.055131
CDI:12,2025-12-12,0.055131
CDI:12,2025-12-15,0.055131
CDI:12,2025-12-16,0.055131
CDI:12,2025-12-17,0.055131
CDI:12,2025-12-18,0.055131
CDI:12,2025-12-19,0.055131
CDI:12,2025-12-22,0.055131
CDI:12,2025-12-23,0.055131
CDI:12,2025-12-24,0.055131
CDI:12,2025-12-26,0.055131
CDI:12,2025-12-29,0.055131
CDI:12,2025-12-30,0.055131
CDI:12,2025-12-31,0.055131
CDI:12,2026-01-02,0.055131
CDI:12,2026-01-05,0.055131
CDI:12,2026-01-06,0.055131
CDI:12,2026-01-07,0.055131
CDI:12,2026-01-08,0.055131
CDI:12,2026-01-09,0.055131
CDI:12,2026-01-12,0.055131
CDI:12,2026-01-13,0.055131
CDI:12,2026-01-14,0.055131
CDI:12,2026-01-15,0.055131
CDI:12,2026-01-16,0.055131
CDI:12,2026-01-19,0.055131
CDI:12,2026-01-20,0.055131
CDI:12,2026-01-21,0.055131
CDI:12,2026-01-22,0.055131
CDI:12,2026-01-23,0.055131
CDI:12,2026-01-26,0.055131
CDI:12,2026-01-27,0.055131
CDI:12,2026-01-28,0.055131
CDI:12,2026-01-29,0.055131
CDI:12,2026-01-30,0.055131
CDI:12,2026-02-02,0.055131
CDI:12,2026-02-03,0.055131
CDI:12,2026-02-04,0.055131
CDI:12,2026-02-05,0.055131
CDI:12,2026-02-06,0.055131
CDI:12,2026-02-09,0.055131
CDI:12,2026-02-10,0.055131
CDI:12,2026-02-11,0.055131
CDI:12,2026-02-12,0.055131
CDI:12,2026-02-13,0.055131
CDI:12,2026-02-18,0.055131
CDI:12,2026-02-19,0.055131
CDI:12,2026-02-20,0.055131
CDI:12,2026-02-23,0.055131
CDI:12,2026-02-24,0.055131
CDI:12,2026-02-25,0.055131
CDI:12,2026-02-26,0.055131
CDI:12,2026-02-27,0.055131
CDI:12,2026-03-02,0.055131
CDI:12,2026-03-03,0.055131
CDI:12,2026-03-04,0.055131
CDI:12,2026-03-05,0.055131
CDI:12,2026-03-06,0.055131
CDI:12,2026-03-09,0.055131
CDI:12,2026-03-10,0.055131
CDI:12,2026-03-11,0.055131
CDI:12,2026-03-12,0.055131
CDI:12,2026-03-13,0.055131
CDI:12,2026-03-16,0.055131
CDI:12,2026-03-17,0.055131
CDI:12,2026-03-18,0.055131
CDI:12,2026-03-19,0.054266
CDI:12,2026-03-20,0.054266
CDI:12,2026-03-23,0.054266
CDI:12,2026-03-24,0.054266
CDI:12,2026-03-25,0.054266
CDI:12,2026-03-26,0.054266
CDI:12,2026-03-27,0.054266
CDI:12,2026-03-30,0.054266
CDI:12,2026-03-31,0.054266
CDI:12,2026-04-01,0.054266
CDI:12,2026-04-02,0.054266
CDI:12,2026-04-06,0.054266
CDI:12,2026-04-07,0.054266
CDI:12,2026-04-08,0.054266
CDI:12,2026-04-09,0.054266
CDI:12,2026-04-10,0.054266
CDI:12,2026-04-13,0.054266
CDI:12,2026-04-14,0.054266
CDI:12,2026-04-15,0.054266
CDI:12,2026-04-16,0.054266
CDI:12,2026-04-17,0.054266
CDI:12,2026-04-20,0.054266
CDI:12,2026-04-22,0.054266
CDI:12,2026-04-23,0.054266
CDI:12,2026-04-24,0.054266
CDI:12,2026-04-27,0.054266
CDI:12,2026-04-28,0.054266
CDI:12,2026-04-29,0.054266
CDI:12,2026-04-30,0.0534
CDI:12,2026-05-04,0.0534
CDI:12,2026-05-05,0.0534
CDI:12,2026-05-06,0.0534
CDI:12,2026-05-07,0.0534
CDI:12,2026-05-08,0.0534
CDI:12,2026-05-11,0.0534
CDI:12,2026-05-12,0.0534
CDI:12,2026-05-13,0.0534
CDI:12,2026-05-14,0.0534
CDI:12,2026-05-15,0.0534
CDI:12,2026-05-18,0.0534
CDI:12,2026-05-19,0.0534
CDI:12,2026-05-20,0.0534
CDI:12,2026-05-21,0.0534
CDI:12,2026-05-22,0.0534
CDI:12,2026-05-25,0.0534
CDI:12,2026-05-26,0.0534
CDI:12,2026-05-27,0.0534
CDI:12,2026-05-28,0.0534
CDI:12,2026-05-29,0.0534
CDI:12,2026-06-01,0.0534
CDI:12,2026-06-02,0.0534
CDI:12,2026-06-03,0.0534
CDI:12,2026-06-05,0.0534
CDI:12,2026-06-08,0.0534
CDI:12,2026-06-09,0.0534
CDI:12,2026-06-10,0.0534
CDI:12,2026-06-11,0.0534
CDI:12,2026-06-12,0.0534
CDI:12,2026-06-15,0.0534
CDI:12,2026-06-16,0.0534
CDI:12,2026-06-17,0.0534
CDI:12,2026-06-18,0.052531
CDI:12,2026-06-19,0.052531
CDI:12,2026-06-22,0.052531
CDI:12,2026-06-23,0.052531
CDI:12,2026-06-24,0.052531
CDI:12,2026-06-25,0.052531
CDI:12,2026-06-26,0.052531
CDI:12,2026-06-29,0.052531
CDI:12,2026-06-30,0.052531
CDI:12,2026-07-01,0.052531
CDI:12,2026-07-02,0.052531
CDI:12,2026-07-03,0.052531
CDI:12,2026-07-06,0.052531
CDI:12,2026-07-07,0.052531
CDI:12,2026-07-08,0.052531
CDI:12,2026-07-09,0.052531
CDI:12,2026-07-10,0.052531
CDI:12,2026-07-13,0.052531
CDI:12,2026-07-14,0.052531
CDI:12,2026-07-15,0.052531
CDI:12,2026-07-16,0.052531
CDI:12,2026-07-17,0.052531
CDI:12,2026-07-20,0.052531
CDI:12,2026-07-21,0.052531
CDI:12,2026-07-22,0.052531
